scenario,label,src_port,dst_port,mean_src,mean_dst,qty_src,pld_src,var_data,var_src,frst_src,scd_src,frst_dst,scd_dst,max_src,min_src,max_dst,ttl_src,duration,flowPktsPerSecond,flowBytesPerSecond,mean_flowiat,std_flowiat,min_flowiat,max_flowiat,packet_size_mean,packet_size_std,total_fiat,total_biat,min_fiat,max_fiat,mean_fiat,min_biat,max_biat,mean_biat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
1,Non-VPN,55296.0,20660.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0205450000000056,0.9931982473361577,31.782343914757046,1.5102725000000028,0.7081709768922344,1.009520000000002,2.0110250000000036,32.0,0.0,3.0205450000000056,0.0,1.009520000000002,2.0110250000000036,1.5102725000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009520000000002,1.5102725000000028,2.0110250000000036,0.7081709768922344
1,Non-VPN,57140.0,20660.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0351180000000113,0.9884294449177886,31.629742237369236,1.5175590000000057,0.7176554001483448,1.0100999999999658,2.0250180000000455,32.0,0.0,3.0351180000000113,0.0,1.0100999999999658,2.0250180000000455,1.5175590000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0100999999999658,1.5175590000000057,2.0250180000000455,0.7176554001483448
1,Non-VPN,57007.0,24674.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0152040000000397,0.9949575551106858,31.838641763541947,1.5076020000000199,0.7002238037784916,1.01246900000001,2.0027350000000297,32.0,0.0,3.0152040000000397,0.0,1.01246900000001,2.0027350000000297,1.5076020000000199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01246900000001,1.5076020000000199,2.0027350000000297,0.7002238037784916
1,Non-VPN,56883.0,60906.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,3.2781759999999736,3.050476850541301,79.31239811407383,0.36424177777777483,0.14043968588045844,0.24498299999999062,0.5141050000000291,26.0,6.324555320336759,3.033192999999983,3.032250999999974,0.7554920000000038,0.7599569999999858,0.7582982499999957,0.7552870000000098,0.7603770000000054,0.7580627499999935,0.24498299999999062,0.36424177777777483,0.5141050000000291,0.14043968588045844,0.0,0.0,0.0,0.0
1,Non-VPN,57337.0,60906.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,3.300909000000047,3.029468549420738,78.76618228493918,0.3667676666666719,0.13834283920932713,0.24943700000000035,0.5166639999999916,26.0,6.324555320336759,3.0513900000000262,3.049517000000037,0.7585090000000037,0.7670469999999909,0.7628475000000066,0.757015000000024,0.7661009999999919,0.7623792500000093,0.24943700000000035,0.3667676666666719,0.5166639999999916,0.13834283920932713,0.0,0.0,0.0,0.0
1,Non-VPN,55312.0,6881.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,3.2522749999999974,3.0747707374068947,79.94403917257925,0.3613638888888886,0.13719474389207315,0.2419139999999942,0.5114270000000047,26.0,6.324555320336759,3.003350999999995,3.009217999999997,0.7449159999999964,0.757589000000003,0.7508377499999987,0.7480209999999943,0.7599000000000018,0.7523044999999993,0.2419139999999942,0.3613638888888886,0.5114270000000047,0.13719474389207315,0.0,0.0,0.0,0.0
1,Non-VPN,57141.0,6881.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,3.241837999999973,3.0846698693765955,80.20141660379149,0.3602042222222192,0.14590007614955172,0.23256599999996297,0.519473000000005,26.0,6.324555320336759,3.0042539999999462,3.00927200000001,0.7456259999999588,0.7607770000000187,0.7510634999999866,0.7489370000000122,0.757316000000003,0.7523180000000025,0.23256599999996297,0.3602042222222192,0.519473000000005,0.14590007614955172,0.0,0.0,0.0,0.0
1,Non-VPN,56875.0,6881.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0048630000000003,0.9983816233884871,31.948211948431588,1.5024315000000001,0.7032212294239301,1.0051789999999983,1.999684000000002,32.0,0.0,3.0048630000000003,0.0,1.0051789999999983,1.999684000000002,1.5024315000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051789999999983,1.5024315000000001,1.999684000000002,0.7032212294239301
1,Non-VPN,57365.0,6881.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0151220000000194,0.9949846142212424,31.839507655079757,1.5075610000000097,0.713234568552354,1.0032279999999787,2.0118940000000407,32.0,0.0,3.0151220000000194,0.0,1.0032279999999787,2.0118940000000407,1.5075610000000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0032279999999787,1.5075610000000097,2.0118940000000407,0.713234568552354
1,Non-VPN,55426.0,6881.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.023498999999987,0.9922278790236124,31.751292128755598,1.5117494999999934,0.7137401499008518,1.0070589999999982,2.0164399999999887,32.0,0.0,3.023498999999987,0.0,1.0070589999999982,2.0164399999999887,1.5117494999999934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0070589999999982,1.5117494999999934,2.0164399999999887,0.7137401499008518
