scenario,label,src_port,dst_port,mean_src,mean_dst,qty_src,pld_src,var_data,var_src,frst_src,scd_src,frst_dst,scd_dst,max_src,min_src,max_dst,ttl_src,duration,flowPktsPerSecond,flowBytesPerSecond,mean_flowiat,std_flowiat,min_flowiat,max_flowiat,packet_size_mean,packet_size_std,total_fiat,total_biat,min_fiat,max_fiat,mean_fiat,min_biat,max_biat,mean_biat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
1,Non-VPN,51806.0,443.0,86.625,1062.6363636363635,24,2079.0,895.9120635441097,174.0259382216141,40.0,32.0,1062.6363636363635,1062.6363636363635,720.0,32.0,2928.0,64,51.10738199999997,0.9000656695739184,498.1080815292009,1.1357195999999994,3.2297691586980437,0.0,10.225504999999998,553.4130434782609,895.9120635441097,51.09321399999999,51.09338700000001,1.1999999969702912e-05,10.239999000000012,2.221444086956521,0.0,10.239672999999982,2.4330184285714287,0.0,0.0066324749999992,0.0530109999999695,0.0116671304207919,10.008046000000036,10.1684166,10.225504999999998,0.0936674369207171
1,Non-VPN,33224.0,443.0,91.05882352941175,333.84615384615387,17,1548.0,526.240860897518,159.22722387685286,40.0,32.0,333.84615384615387,333.84615384615387,700.0,32.0,2832.0,64,170.08961899999997,0.1763776071483822,34.61704502965581,5.865159275862068,17.575302029357292,0.0,58.78128000000004,196.26666666666668,526.240860897518,170.08928400000002,170.07049499999997,1.8000000011397788e-05,58.78128000000004,10.63058025,0.0,58.800592,14.172541249999997,0.0,0.0072061538461521,0.0274550000000033,0.0098613556580963,52.612709,56.634086333333336,58.78128000000004,3.485289135467874
1,Non-VPN,56919.0,55476.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0101230000000214,0.9966370145007292,31.892384464023337,1.5050615000000107,0.6995230609583364,1.0104240000000004,1.999699000000021,32.0,0.0,3.0101230000000214,0.0,1.0104240000000004,1.999699000000021,1.5050615000000107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104240000000004,1.5050615000000107,1.999699000000021,0.6995230609583364
1,Non-VPN,54468.0,50048.0,28.0,0.0,3,84.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0,0.0,128,9.46976699999999,0.3167976572179656,8.870334402103039,4.734883499999995,1.8998113661783156,3.391514000000029,6.078252999999961,28.0,0.0,9.46976699999999,0.0,3.391514000000029,6.078252999999961,4.734883499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.391514000000029,4.734883499999995,6.078252999999961,1.8998113661783156
1,Non-VPN,53400.0,443.0,50.721739130434784,2218.090909090909,115,5833.0,1765.0691034746949,75.32311075953218,40.0,32.0,2218.090909090909,2218.090909090909,697.0,32.0,9832.0,64,1.206466000000006,232.0827938789809,308187.71519462473,0.0043242508960573,0.0474917527431129,0.0,0.7781039999999848,1327.9214285714286,1765.0691034746949,1.206466000000006,1.184063999999978,1.100000000064938e-05,0.7781039999999848,0.0105830350877193,0.0,0.8006479999999669,0.0072199024390242,0.0,0.0043242508960573,0.7781039999999848,0.0474917527431129,0.0,0.0,0.0,0.0
1,Non-VPN,54468.0,21753.0,28.0,0.0,6,168.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0,0.0,128,114.097186,0.0525867482831697,1.4724289519287532,22.8194372,40.750396424305386,3.045594999999992,95.666796,28.0,0.0,114.097186,0.0,3.045594999999992,95.666796,22.8194372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.045594999999992,22.8194372,95.666796,40.750396424305386
1,Non-VPN,48512.0,443.0,106.16666666666669,511.6,12,1274.0,913.8239763435076,190.99111513524932,40.0,32.0,511.6,511.6,698.0,20.0,4330.0,64,0.1526209999999821,144.14792197667802,41868.4191559533,0.0072676666666658,0.0215097836166111,0.0,0.0994640000000117,290.45454545454544,913.8239763435076,0.1526209999999821,0.1456239999999979,3.399999999942338e-05,0.0994640000000117,0.0138746363636347,0.0,0.1057100000000161,0.0161804444444442,0.0,0.0072676666666658,0.0994640000000117,0.0215097836166111,0.0,0.0,0.0,0.0
1,Non-VPN,54468.0,51413.0,28.0,0.0,6,168.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0,0.0,128,298.39957300000003,0.0201072673786969,0.5630034866035146,59.6799146,123.09816902883314,3.0633550000000014,279.869563,28.0,0.0,298.39957300000003,0.0,3.0633550000000014,279.869563,59.6799146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0633550000000014,59.6799146,279.869563,123.09816902883314
1,Non-VPN,46848.0,443.0,40.0,0.0,11,440.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,64,68.10207000000001,0.1615222562251044,6.460890249004177,6.810207000000001,10.25689425795786,1.0231359999999938,32.51226700000001,40.0,0.0,68.10207000000001,0.0,1.0231359999999938,32.51226700000001,6.810207000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0231359999999938,6.810207000000001,32.51226700000001,10.25689425795786
1,Non-VPN,56368.0,11596.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,2.144704999999988,4.662645911675526,121.22879370356364,0.2383005555555541,0.2598373708149488,0.0190719999999942,0.5153879999999731,26.0,6.324555320336759,2.125632999999993,2.125298999999984,0.5284570000000031,0.5347939999999767,0.5314082499999984,0.528549000000055,0.5345269999999687,0.531324749999996,0.0190719999999942,0.2383005555555541,0.5153879999999731,0.2598373708149488,0.0,0.0,0.0,0.0
1,Non-VPN,56469.0,53714.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.003687000000013,0.998772508586942,31.960720274782147,1.5018435000000068,0.7028535338976768,1.0048510000000306,1.998835999999983,32.0,0.0,3.003687000000013,0.0,1.0048510000000306,1.998835999999983,1.5018435000000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0048510000000306,1.5018435000000068,1.998835999999983,0.7028535338976768
1,Non-VPN,55216.0,443.0,104.25,378.1,12,1251.0,430.4154340720671,188.82898708523635,40.0,32.0,378.1,378.1,694.0,32.0,1432.0,64,0.1404560000000003,156.6326821210909,35826.16620151497,0.0066883809523809,0.0140045932839058,0.0,0.0563290000000051,228.72727272727272,430.4154340720671,0.1404560000000003,0.1197500000000104,3.2000000004472895e-05,0.0563290000000051,0.0127687272727273,0.0,0.0771009999999989,0.0133055555555567,0.0,0.0066883809523809,0.0563290000000051,0.0140045932839058,0.0,0.0,0.0,0.0
1,Non-VPN,60244.0,443.0,99.85714285714286,464.4285714285714,14,1398.0,641.9917914720253,177.69717418767726,40.0,32.0,464.4285714285714,464.4285714285714,709.0,32.0,2904.0,64,117.627252,0.238040075951107,67.16130714334804,4.356564888888889,15.655381914376042,0.0,58.99801600000001,282.1428571428572,641.9917914720253,117.627252,117.587848,1.3000000024021574e-05,59.037196,9.048250153846151,0.0,59.037688,9.045219076923075,0.0,0.0114036399999986,0.0430660000000102,0.0181570194802584,58.344145000000026,58.671080500000016,58.99801600000001,0.4623566181212156
1,Non-VPN,54929.0,12345.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0011330000000003,0.9996224759115973,31.987919229171112,1.5005665,0.7069278831709075,1.000693,2.00044,32.0,0.0,3.0011330000000003,0.0,1.000693,2.00044,1.5005665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000693,1.5005665,2.00044,0.7069278831709075
1,Non-VPN,46132.0,53.0,50.0,114.0,1,50.0,45.254833995939045,0.0,50.0,0.0,114.0,114.0,50.0,50.0,114.0,64,0.004917000000006,406.75208460393264,33353.67093752248,0.004917000000006,0.7068225242605047,0.004917000000006,0.004917000000006,82.0,45.254833995939045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004917000000006,0.004917000000006,0.004917000000006,0.0,0.0,0.0,0.0,0.0
1,Non-VPN,56498.0,53.0,42.0,0.0,5,210.0,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,128,7.054592000000014,0.7087582102551062,29.767844830714463,1.7636480000000034,1.6994963006814765,0.0294059999999944,4.006817000000012,42.0,0.0,7.054592000000014,0.0,0.0294059999999944,4.006817000000012,1.7636480000000034,0.0,0.0,0.0,0.0294059999999944,0.0294059999999944,0.0294059999999944,0.0,1.0112100000000055,2.341728666666673,4.006817000000012,1.5255713588693076
1,Non-VPN,55877.0,50001.0,253.0909090909091,354.8333333333333,11,2784.0,519.9043314245345,553.1496098788201,32.0,20.0,354.8333333333333,354.8333333333333,1885.0,20.0,1320.0,128,65.27161899999999,0.3523736710131244,107.8876257075836,2.9668917727272723,13.834405319216716,0.0,64.906385,306.17391304347825,519.9043314245345,65.21864199999999,65.216757,0.0,64.996445,6.521864199999999,0.0,64.906385,5.928796090909091,0.0,0.0173920952380946,0.090059999999994,0.0272440037070626,64.906385,64.906385,64.906385,0.7036985265012268
1,Non-VPN,46648.0,443.0,82.3125,394.1666666666667,16,1317.0,451.9050606736264,169.02927507781996,40.0,32.0,394.1666666666667,394.1666666666667,704.0,20.0,1468.0,64,0.1759179999999958,159.165065541904,34373.96969042477,0.0065154814814813,0.0148841142558887,0.0,0.0493539999999939,215.9642857142857,451.9050606736264,0.1759179999999958,0.1363969999999881,4.9999999873762135e-06,0.0493539999999939,0.0117278666666663,0.0,0.0889130000000193,0.0123997272727261,0.0,0.0065154814814813,0.0493539999999939,0.0148841142558887,0.0,0.0,0.0,0.0
1,Non-VPN,55093.0,14458.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.009896000000001,0.9967121787596644,31.89478972030926,1.5049480000000006,0.7119165215121812,1.0015469999999986,2.0083490000000026,32.0,0.0,3.009896000000001,0.0,1.0015469999999986,2.0083490000000026,1.5049480000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0015469999999986,1.5049480000000006,2.0083490000000026,0.7119165215121812
1,Non-VPN,54468.0,54867.0,28.0,28.0,6,168.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,128,316.392289,0.0284456995726593,0.7964795880344606,39.549036125,64.66600074686403,3.2385810000000106,152.18158099999997,28.0,0.0,316.392289,9.451682000000003,3.2385810000000106,297.577664,63.2784578,3.376378999999986,6.075303000000019,4.725841000000003,0.0,0.0,0.0,0.0,3.2385810000000106,39.549036125,152.18158099999997,64.66600074686403
1,Non-VPN,56380.0,41963.0,32.0,20.0,5,160.0,6.324555320336759,0.0,32.0,32.0,20.0,20.0,32.0,32.0,20.0,128,2.2850559999999973,4.376260362984545,113.78276943759816,0.2538951111111108,0.2476413372346541,0.044934000000012,0.5171530000000075,26.0,6.324555320336759,2.240017000000023,2.2399110000000064,0.5577289999999948,0.5620870000000195,0.5600042500000058,0.5577959999999962,0.5622339999999895,0.5599777500000016,0.044934000000012,0.2538951111111108,0.5171530000000075,0.2476413372346541,0.0,0.0,0.0,0.0
1,Non-VPN,44400.0,443.0,86.4,527.1666666666666,15,1296.0,766.7557436174641,173.8611104137027,40.0,32.0,527.1666666666666,527.1666666666666,703.0,20.0,2904.0,64,0.1330100000000129,202.99225622131695,57303.96210810659,0.0051157692307697,0.0134127841682716,0.0,0.0424140000000079,282.2962962962963,766.7557436174641,0.1330100000000129,0.0905609999999796,1.2000000026546331e-05,0.0437450000000012,0.0095007142857152,0.0,0.0447770000000105,0.0082328181818163,0.0,0.0051157692307697,0.0424140000000079,0.0134127841682716,0.0,0.0,0.0,0.0
1,Non-VPN,54468.0,51413.0,28.0,0.0,3,84.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0,0.0,128,9.082290999999998,0.3303131335474717,9.248767739329208,4.541145499999999,2.192925511756547,2.9905129999999644,6.091778000000033,28.0,0.0,9.082290999999998,0.0,2.9905129999999644,6.091778000000033,4.541145499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9905129999999644,4.541145499999999,6.091778000000033,2.192925511756547
1,Non-VPN,56674.0,26636.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.0069349999999986,0.9976936648115112,31.92619727396836,1.5034674999999993,0.7031986020069892,1.006230999999957,2.0007040000000416,32.0,0.0,3.0069349999999986,0.0,1.006230999999957,2.0007040000000416,1.5034674999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006230999999957,1.5034674999999993,2.0007040000000416,0.7031986020069892
1,Non-VPN,54165.0,443.0,20.0,28.0,2,40.0,10.73312629199899,0.0,20.0,20.0,28.0,28.0,20.0,20.0,44.0,128,0.0394039999999975,126.89067099787611,3146.888640747328,0.0098509999999993,0.0197013333389735,0.0,0.039403,24.8,10.73312629199899,0.0394039999999975,9.999999974752427e-07,0.0394039999999975,0.0394039999999975,0.0394039999999975,0.0,9.999999974752427e-07,4.999999987376214e-07,0.0,0.0098509999999993,0.039403,0.0197013333389735,0.0,0.0,0.0,0.0
1,Non-VPN,55098.0,12588.0,32.0,0.0,3,96.0,0.0,0.0,32.0,32.0,0.0,0.0,32.0,32.0,0.0,128,3.007328000000001,0.9975632854148264,31.92202513327444,1.5036640000000006,0.7137337859398272,0.998978000000001,2.00835,32.0,0.0,3.007328000000001,0.0,0.998978000000001,2.00835,1.5036640000000006,0.0,0.0,0.0,0.998978000000001,0.998978000000001,0.998978000000001,0.0,2.00835,2.00835,2.00835,0.7036985265012268
1,Non-VPN,54468.0,41158.0,28.0,0.0,3,84.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,28.0,0.0,128,9.638342999999963,0.311256820804158,8.715190982516425,4.819171499999982,1.8795866980228733,3.4901029999999764,6.148239999999987,28.0,0.0,9.638342999999963,0.0,3.4901029999999764,6.148239999999987,4.819171499999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4901029999999764,4.819171499999982,6.148239999999987,1.8795866980228733
